CMDLINE python tandem/asymmetric_tandem.py
MEM 625.765625 1445880393.9034
MEM 625.765625 1445880394.4250
MEM 625.765625 1445880394.9464
MEM 625.765625 1445880395.4687
MEM 625.765625 1445880395.9902
MEM 625.765625 1445880396.5165
MEM 625.765625 1445880397.0401
MEM 625.765625 1445880397.5621
MEM 625.765625 1445880398.0798
MEM 625.765625 1445880398.6044
MEM 625.765625 1445880399.1227
MEM 625.765625 1445880399.6480
MEM 625.765625 1445880400.1671
MEM 625.765625 1445880400.6922
MEM 625.765625 1445880401.2106
MEM 625.765625 1445880401.7362
MEM 625.765625 1445880402.2596
MEM 625.765625 1445880402.7813
MEM 625.765625 1445880403.2990
MEM 625.765625 1445880403.8241
MEM 625.765625 1445880404.3425
MEM 625.765625 1445880404.8680
MEM 625.765625 1445880405.3919
MEM 625.765625 1445880405.9139
MEM 625.765625 1445880406.4400
MEM 625.765625 1445880406.9637
MEM 625.765625 1445880407.4857
MEM 625.765625 1445880408.0034
MEM 625.765625 1445880408.5248
MEM 625.765625 1445880409.0460
MEM 625.765625 1445880409.5684
MEM 625.765625 1445880410.0901
MEM 625.765625 1445880410.6164
MEM 625.765625 1445880411.1402
MEM 625.765625 1445880411.6623
MEM 625.765625 1445880412.1884
MEM 625.765625 1445880412.7121
MEM 625.765625 1445880413.2368
MEM 625.765625 1445880413.7611
MEM 625.765625 1445880414.2843
MEM 625.765625 1445880414.8061
MEM 625.765625 1445880415.3326
MEM 625.765625 1445880415.8562
MEM 625.765625 1445880416.3809
MEM 625.765625 1445880416.9051
MEM 625.765625 1445880417.4234
MEM 625.765625 1445880417.9487
MEM 625.765625 1445880418.4670
MEM 625.765625 1445880418.9887
MEM 625.765625 1445880419.5128
MEM 625.765625 1445880420.0366
MEM 625.765625 1445880420.5537
MEM 625.765625 1445880421.0711
MEM 625.765625 1445880421.5928
MEM 625.765625 1445880422.1167
MEM 625.765625 1445880422.6410
MEM 625.765625 1445880423.1592
MEM 625.765625 1445880423.6806
MEM 625.765625 1445880424.2018
MEM 625.765625 1445880424.7190
MEM 625.765625 1445880425.2404
MEM 625.765625 1445880425.7645
MEM 625.765625 1445880426.2885
MEM 625.765625 1445880426.8120
MEM 625.765625 1445880427.3363
MEM 625.765625 1445880427.8605
MEM 625.765625 1445880428.3836
MEM 625.765625 1445880428.9054
MEM 625.765625 1445880429.4230
MEM 625.765625 1445880429.9482
MEM 625.765625 1445880430.4670
MEM 625.765625 1445880430.9921
MEM 625.765625 1445880431.5110
MEM 625.765625 1445880432.0362
MEM 625.765625 1445880432.5596
MEM 625.765625 1445880433.0813
MEM 625.765625 1445880433.5988
MEM 625.765625 1445880434.1240
MEM 625.765625 1445880434.6426
MEM 625.765625 1445880435.1679
MEM 625.765625 1445880435.6868
MEM 625.765625 1445880436.2121
MEM 625.765625 1445880436.7358
MEM 625.765625 1445880437.2574
MEM 625.765625 1445880437.7749
MEM 625.765625 1445880438.3002
MEM 625.765625 1445880438.8188
MEM 625.765625 1445880439.3385
MEM 625.765625 1445880439.8532
MEM 625.765625 1445880440.3771
MEM 625.765625 1445880440.9001
MEM 625.765625 1445880441.4246
MEM 625.765625 1445880441.9489
MEM 625.765625 1445880442.4718
MEM 625.765625 1445880442.9911
MEM 625.765625 1445880443.5103
MEM 625.765625 1445880444.0283
MEM 625.765625 1445880444.5490
MEM 625.765625 1445880445.0700
MEM 625.765625 1445880445.5963
MEM 625.765625 1445880446.1151
MEM 625.765625 1445880446.6369
MEM 625.765625 1445880447.1610
MEM 625.765625 1445880447.6812
MEM 625.765625 1445880448.2024
MEM 625.765625 1445880448.7285
MEM 625.765625 1445880449.2521
MEM 625.765625 1445880449.7741
MEM 625.765625 1445880450.3003
MEM 625.765625 1445880450.8193
MEM 625.765625 1445880451.3448
MEM 625.765625 1445880451.8635
MEM 625.765625 1445880452.3889
MEM 625.765625 1445880452.9076
MEM 625.765625 1445880453.4328
MEM 625.765625 1445880453.9562
MEM 625.765625 1445880454.4756
MEM 625.765625 1445880454.9951
MEM 625.765625 1445880455.5207
MEM 625.765625 1445880456.0394
MEM 625.765625 1445880456.5650
MEM 625.765625 1445880457.0837
MEM 625.765625 1445880457.6093
MEM 625.765625 1445880458.1277
MEM 625.765625 1445880458.6528
MEM 625.765625 1445880459.1714
MEM 625.765625 1445880459.6966
MEM 625.765625 1445880460.2153
MEM 625.765625 1445880460.7406
MEM 625.765625 1445880461.2592
MEM 625.765625 1445880461.7846
MEM 625.765625 1445880462.3033
MEM 625.765625 1445880462.8286
MEM 625.765625 1445880463.3473
MEM 625.765625 1445880463.8726
MEM 625.765625 1445880464.3913
MEM 625.765625 1445880464.9166
MEM 625.765625 1445880465.4352
MEM 625.765625 1445880465.9608
MEM 625.765625 1445880466.4800
MEM 625.765625 1445880466.9993
MEM 625.765625 1445880467.5193
MEM 625.765625 1445880468.0389
MEM 625.765625 1445880468.5646
MEM 625.765625 1445880469.0860
MEM 625.765625 1445880469.6094
MEM 625.765625 1445880470.1279
MEM 625.765625 1445880470.6529
MEM 625.765625 1445880471.1714
MEM 625.765625 1445880471.6966
MEM 625.765625 1445880472.2154
MEM 625.765625 1445880472.7407
MEM 625.765625 1445880473.2594
MEM 625.765625 1445880473.7848
MEM 625.765625 1445880474.3034
MEM 625.765625 1445880474.8287
MEM 625.765625 1445880475.3474
MEM 625.765625 1445880475.8727
MEM 625.765625 1445880476.3912
MEM 625.765625 1445880476.9166
MEM 625.765625 1445880477.4353
MEM 625.765625 1445880477.9606
MEM 625.765625 1445880478.4840
MEM 625.765625 1445880479.0086
MEM 625.765625 1445880479.5330
MEM 625.765625 1445880480.0513
MEM 625.765625 1445880480.5730
MEM 625.765625 1445880481.0942
MEM 625.765625 1445880481.6164
MEM 625.765625 1445880482.1408
MEM 625.765625 1445880482.6650
MEM 625.765625 1445880483.1834
MEM 625.765625 1445880483.7087
MEM 625.765625 1445880484.2321
MEM 625.765625 1445880484.7567
MEM 625.765625 1445880485.2810
MEM 625.765625 1445880485.8043
MEM 625.765625 1445880486.3287
MEM 625.765625 1445880486.8531
MEM 625.765625 1445880487.3761
MEM 625.765625 1445880487.8980
MEM 625.765625 1445880488.4204
MEM 625.765625 1445880488.9447
MEM 625.765625 1445880489.4690
MEM 625.765625 1445880489.9922
MEM 625.765625 1445880490.5140
MEM 625.765625 1445880491.0402
MEM 625.765625 1445880491.5640
MEM 625.765625 1445880492.0860
MEM 625.765625 1445880492.6084
MEM 625.765625 1445880493.1329
MEM 625.765625 1445880493.6570
MEM 625.765625 1445880494.1802
MEM 625.765625 1445880494.7047
MEM 625.765625 1445880495.2290
MEM 625.765625 1445880495.7522
MEM 625.765625 1445880496.2735
MEM 625.765625 1445880496.7963
MEM 625.765625 1445880497.3180
MEM 625.765625 1445880497.8404
MEM 625.765625 1445880498.3648
MEM 625.765625 1445880498.8891
MEM 625.765625 1445880499.4074
MEM 625.765625 1445880499.9289
MEM 625.765625 1445880500.4476
MEM 625.765625 1445880500.9671
MEM 625.765625 1445880501.4927
MEM 625.765625 1445880502.0115
MEM 625.765625 1445880502.5369
MEM 625.765625 1445880503.0556
MEM 625.765625 1445880503.5808
MEM 625.765625 1445880504.0994
MEM 625.765625 1445880504.6248
MEM 625.765625 1445880505.1482
MEM 625.765625 1445880505.6729
MEM 625.765625 1445880506.1972
MEM 625.765625 1445880506.7204
MEM 625.765625 1445880507.2449
MEM 625.765625 1445880507.7692
MEM 625.765625 1445880508.2909
MEM 625.765625 1445880508.8137
MEM 625.765625 1445880509.3316
MEM 625.765625 1445880509.8568
MEM 625.765625 1445880510.3754
MEM 625.765625 1445880510.9007
MEM 625.765625 1445880511.4194
MEM 625.765625 1445880511.9448
MEM 625.765625 1445880512.4634
MEM 625.765625 1445880512.9850
MEM 625.765625 1445880513.5090
MEM 625.765625 1445880514.0332
MEM 625.765625 1445880514.5515
MEM 625.765625 1445880515.0768
MEM 625.765625 1445880515.6002
MEM 625.765625 1445880516.1248
MEM 625.765625 1445880516.6492
MEM 625.765625 1445880517.1724
MEM 625.765625 1445880517.6969
MEM 625.765625 1445880518.2211
MEM 625.765625 1445880518.7394
MEM 625.765625 1445880519.2647
MEM 625.765625 1445880519.7881
MEM 625.765625 1445880520.3101
MEM 625.765625 1445880520.8326
MEM 625.765625 1445880521.3569
MEM 625.765625 1445880521.8813
MEM 625.765625 1445880522.4044
MEM 625.765625 1445880522.9288
MEM 625.765625 1445880523.4532
MEM 625.765625 1445880523.9715
MEM 625.765625 1445880524.4968
MEM 625.765625 1445880525.0202
MEM 625.765625 1445880525.5422
MEM 625.765625 1445880526.0646
MEM 625.765625 1445880526.5862
MEM 625.765625 1445880527.1124
MEM 625.765625 1445880527.6314
MEM 625.765625 1445880528.1509
MEM 625.765625 1445880528.6737
MEM 625.765625 1445880529.1965
MEM 625.765625 1445880529.7152
MEM 625.765625 1445880530.2350
MEM 625.765625 1445880530.7568
MEM 625.765625 1445880531.2782
MEM 625.765625 1445880531.8043
MEM 625.765625 1445880532.3260
MEM 625.765625 1445880532.8496
MEM 625.765625 1445880533.3679
MEM 625.765625 1445880533.8932
MEM 625.765625 1445880534.4084
MEM 625.765625 1445880534.9273
MEM 625.765625 1445880535.4527
MEM 625.765625 1445880535.9714
MEM 625.765625 1445880536.4967
MEM 625.765625 1445880537.0154
MEM 625.765625 1445880537.5370
MEM 625.765625 1445880538.0583
MEM 625.765625 1445880538.5844
MEM 625.765625 1445880539.1032
MEM 625.765625 1445880539.6286
MEM 625.765625 1445880540.1474
MEM 625.765625 1445880540.6726
MEM 625.765625 1445880541.1914
MEM 625.765625 1445880541.7167
MEM 625.765625 1445880542.2354
MEM 625.765625 1445880542.7615
MEM 625.765625 1445880543.2799
MEM 625.765625 1445880543.8051
MEM 625.765625 1445880544.3239
MEM 625.765625 1445880544.8488
MEM 625.765625 1445880545.3722
MEM 625.765625 1445880545.8940
MEM 625.765625 1445880546.4204
MEM 625.765625 1445880546.9397
MEM 625.765625 1445880547.4648
MEM 625.765625 1445880547.9834
MEM 625.765625 1445880548.5087
MEM 625.765625 1445880549.0323
MEM 625.765625 1445880549.5568
MEM 625.765625 1445880550.0811
MEM 625.765625 1445880550.5998
MEM 625.765625 1445880551.1249
MEM 625.765625 1445880551.6435
MEM 625.765625 1445880552.1690
MEM 625.765625 1445880552.6924
MEM 625.765625 1445880553.2170
MEM 625.765625 1445880553.7412
MEM 625.765625 1445880554.2605
MEM 625.765625 1445880554.7852
MEM 625.765625 1445880555.3036
MEM 625.765625 1445880555.8230
MEM 625.765625 1445880556.3458
MEM 625.765625 1445880556.8688
MEM 625.765625 1445880557.3905
MEM 625.765625 1445880557.9128
MEM 625.765625 1445880558.4344
MEM 625.765625 1445880558.9569
MEM 625.765625 1445880559.4783
MEM 625.765625 1445880559.9998
MEM 625.765625 1445880560.5221
MEM 625.765625 1445880561.0446
MEM 625.765625 1445880561.5664
MEM 625.765625 1445880562.0888
MEM 625.765625 1445880562.6131
MEM 625.765625 1445880563.1372
MEM 625.765625 1445880563.6605
MEM 625.765625 1445880564.1849
MEM 625.765625 1445880564.7093
MEM 625.765625 1445880565.2276
MEM 625.765625 1445880565.7529
MEM 625.765625 1445880566.2763
MEM 625.765625 1445880566.8009
MEM 625.765625 1445880567.3253
MEM 625.765625 1445880567.8437
MEM 625.765625 1445880568.3689
MEM 625.765625 1445880568.8875
MEM 625.765625 1445880569.4090
MEM 625.765625 1445880569.9331
MEM 625.765625 1445880570.4574
MEM 625.765625 1445880570.9805
MEM 625.765625 1445880571.5050
MEM 625.765625 1445880572.0292
MEM 625.765625 1445880572.5524
MEM 625.765625 1445880573.0742
MEM 625.765625 1445880573.5987
MEM 625.765625 1445880574.1187
MEM 625.765625 1445880574.6444
MEM 625.765625 1445880575.1680
MEM 625.765625 1445880575.6901
MEM 625.765625 1445880576.2125
MEM 625.765625 1445880576.7342
MEM 625.765625 1445880577.2564
MEM 625.765625 1445880577.7781
MEM 625.765625 1445880578.3043
MEM 625.765625 1445880578.8227
MEM 625.765625 1445880579.3447
MEM 625.765625 1445880579.8597
MEM 625.765625 1445880580.3821
MEM 625.765625 1445880580.9083
MEM 625.765625 1445880581.4256
MEM 625.765625 1445880581.9436
MEM 625.765625 1445880582.4687
MEM 625.765625 1445880582.9867
MEM 625.765625 1445880583.5124
MEM 625.765625 1445880584.0312
MEM 625.765625 1445880584.5566
MEM 625.765625 1445880585.0753
MEM 625.765625 1445880585.6008
MEM 625.765625 1445880586.1194
MEM 625.765625 1445880586.6447
MEM 625.765625 1445880587.1627
MEM 625.765625 1445880587.6886
MEM 625.765625 1445880588.2074
MEM 625.765625 1445880588.7327
MEM 625.765625 1445880589.2513
MEM 625.765625 1445880589.7766
MEM 625.765625 1445880590.2954
MEM 625.765625 1445880590.8207
MEM 625.765625 1445880591.3394
MEM 625.765625 1445880591.8647
MEM 625.765625 1445880592.3884
MEM 625.765625 1445880592.9129
MEM 625.765625 1445880593.4371
MEM 625.765625 1445880593.9554
MEM 625.765625 1445880594.4769
MEM 625.765625 1445880594.9984
MEM 625.765625 1445880595.5196
MEM 625.765625 1445880596.0420
MEM 625.765625 1445880596.5683
MEM 625.765625 1445880597.0873
MEM 625.765625 1445880597.6128
MEM 625.765625 1445880598.1313
MEM 625.765625 1445880598.6566
MEM 625.765625 1445880599.1751
MEM 625.765625 1445880599.7006
MEM 625.765625 1445880600.2194
MEM 625.765625 1445880600.7447
MEM 625.765625 1445880601.2635
MEM 625.765625 1445880601.7888
MEM 625.765625 1445880602.3074
MEM 625.765625 1445880602.8226
MEM 625.765625 1445880603.3484
MEM 625.765625 1445880603.8673
MEM 625.765625 1445880604.3928
MEM 625.765625 1445880604.9081
MEM 625.765625 1445880605.4272
MEM 625.765625 1445880605.9422
MEM 625.765625 1445880606.4682
MEM 625.765625 1445880606.9871
MEM 625.765625 1445880607.5126
MEM 625.765625 1445880608.0362
MEM 625.765625 1445880608.5582
MEM 625.765625 1445880609.0845
MEM 625.765625 1445880609.6035
MEM 625.765625 1445880610.1244
MEM 625.765625 1445880610.6465
MEM 625.765625 1445880611.1710
MEM 625.765625 1445880611.6909
MEM 625.765625 1445880612.2164
MEM 625.765625 1445880612.7314
MEM 625.765625 1445880613.2508
MEM 625.765625 1445880613.7763
MEM 625.765625 1445880614.2916
MEM 625.765625 1445880614.8095
MEM 625.765625 1445880615.3277
MEM 625.765625 1445880615.8528
MEM 625.765625 1445880616.3715
MEM 625.765625 1445880616.8910
MEM 625.765625 1445880617.4139
MEM 625.765625 1445880617.9404
MEM 625.765625 1445880618.4594
MEM 625.765625 1445880618.9847
MEM 625.765625 1445880619.5035
MEM 625.765625 1445880620.0288
MEM 625.765625 1445880620.5475
MEM 625.765625 1445880621.0727
MEM 625.765625 1445880621.5962
MEM 625.765625 1445880622.1183
MEM 625.765625 1445880622.6446
MEM 625.765625 1445880623.1661
MEM 625.765625 1445880623.6871
MEM 625.765625 1445880624.2070
MEM 625.765625 1445880624.7328
MEM 625.765625 1445880625.2515
MEM 625.765625 1445880625.7768
MEM 625.765625 1445880626.2954
MEM 625.765625 1445880626.8170
MEM 625.765625 1445880627.3360
MEM 625.765625 1445880627.8553
MEM 625.765625 1445880628.3807
MEM 625.765625 1445880628.8995
MEM 625.765625 1445880629.4248
MEM 625.765625 1445880629.9435
MEM 625.765625 1445880630.4689
MEM 625.765625 1445880630.9876
MEM 625.765625 1445880631.5128
MEM 625.765625 1445880632.0364
MEM 625.765625 1445880632.5582
MEM 625.765625 1445880633.0844
MEM 625.765625 1445880633.6082
MEM 625.765625 1445880634.1329
MEM 625.765625 1445880634.6571
MEM 625.765625 1445880635.1802
MEM 625.765625 1445880635.7020
MEM 625.765625 1445880636.2245
MEM 625.765625 1445880636.7461
MEM 625.765625 1445880637.2686
MEM 625.765625 1445880637.7901
MEM 625.765625 1445880638.3163
MEM 625.765625 1445880638.8353
MEM 625.765625 1445880639.3562
MEM 625.765625 1445880639.8808
MEM 625.765625 1445880640.4053
MEM 625.765625 1445880640.9236
MEM 625.765625 1445880641.4422
MEM 625.765625 1445880641.9655
MEM 625.765625 1445880642.4836
MEM 625.765625 1445880643.0087
MEM 625.765625 1445880643.5272
MEM 625.765625 1445880644.0526
MEM 625.765625 1445880644.5712
MEM 625.765625 1445880645.0958
MEM 625.765625 1445880645.6199
MEM 625.765625 1445880646.1420
MEM 625.765625 1445880646.6645
MEM 625.765625 1445880647.1861
MEM 625.765625 1445880647.7084
MEM 625.765625 1445880648.2302
MEM 625.765625 1445880648.7564
MEM 625.765625 1445880649.2780
MEM 625.765625 1445880649.8003
MEM 625.765625 1445880650.3193
MEM 625.765625 1445880650.8409
MEM 625.765625 1445880651.3626
MEM 625.765625 1445880651.8884
MEM 625.765625 1445880652.4073
MEM 625.765625 1445880652.9223
MEM 625.765625 1445880653.4444
MEM 625.765625 1445880653.9653
MEM 625.765625 1445880654.4834
MEM 625.765625 1445880655.0086
MEM 625.765625 1445880655.5321
MEM 625.765625 1445880656.0505
MEM 625.765625 1445880656.5734
MEM 625.765625 1445880657.0972
MEM 625.765625 1445880657.6141
MEM 625.765625 1445880658.1377
MEM 625.765625 1445880658.6587
MEM 625.765625 1445880659.1823
MEM 625.765625 1445880659.7026
MEM 625.765625 1445880660.2201
MEM 625.765625 1445880660.7449
MEM 625.765625 1445880661.2682
MEM 625.765625 1445880661.7901
MEM 625.765625 1445880662.3163
MEM 625.765625 1445880662.8354
MEM 625.765625 1445880663.3608
MEM 625.765625 1445880663.8794
MEM 625.765625 1445880664.4010
MEM 625.765625 1445880664.9250
MEM 625.765625 1445880665.4492
MEM 625.765625 1445880665.9672
MEM 625.765625 1445880666.4926
MEM 625.765625 1445880667.0077
MEM 625.765625 1445880667.5318
MEM 625.765625 1445880668.0500
MEM 625.765625 1445880668.5706
MEM 625.765625 1445880669.0926
MEM 625.765625 1445880669.6141
MEM 625.765625 1445880670.1377
MEM 625.765625 1445880670.6586
MEM 625.765625 1445880671.1844
MEM 625.765625 1445880671.7032
MEM 625.765625 1445880672.2227
MEM 625.765625 1445880672.7456
MEM 625.765625 1445880673.2635
MEM 625.765625 1445880673.7888
MEM 625.765625 1445880674.3073
MEM 625.765625 1445880674.8327
MEM 625.765625 1445880675.3513
MEM 625.765625 1445880675.8767
MEM 625.765625 1445880676.3953
MEM 625.765625 1445880676.9207
MEM 625.765625 1445880677.4396
MEM 625.765625 1445880677.9648
MEM 625.765625 1445880678.4834
MEM 625.765625 1445880679.0089
MEM 625.765625 1445880679.5275
MEM 625.765625 1445880680.0471
MEM 625.765625 1445880680.5698
MEM 625.765625 1445880681.0877
MEM 625.765625 1445880681.6128
MEM 625.765625 1445880682.1314
MEM 625.765625 1445880682.6570
MEM 625.765625 1445880683.1758
MEM 625.765625 1445880683.7016
MEM 625.765625 1445880684.2197
MEM 625.765625 1445880684.7448
MEM 625.765625 1445880685.2636
MEM 625.765625 1445880685.7888
MEM 625.765625 1445880686.3075
MEM 625.765625 1445880686.8314
MEM 625.765625 1445880687.3510
MEM 625.765625 1445880687.8759
MEM 625.765625 1445880688.3954
MEM 625.765625 1445880688.9207
MEM 625.765625 1445880689.4396
MEM 625.765625 1445880689.9648
MEM 625.765625 1445880690.4830
MEM 625.765625 1445880691.0069
MEM 625.765625 1445880691.5269
MEM 625.765625 1445880692.0469
MEM 625.765625 1445880692.5698
MEM 625.765625 1445880693.0878
MEM 625.765625 1445880693.6129
MEM 625.765625 1445880694.1315
MEM 627.824219 1445880694.6568
MEM 628.597656 1445880695.1761
MEM 628.597656 1445880695.7014
MEM 628.597656 1445880696.2199
MEM 628.855469 1445880696.7449
MEM 631.433594 1445880697.2634
MEM 634.011719 1445880697.7872
MEM 636.589844 1445880698.3028
MEM 639.167969 1445880698.8209
MEM 641.746094 1445880699.3394
MEM 644.324219 1445880699.8647
MEM 646.902344 1445880700.3834
MEM 647.675781 1445880700.9087
MEM 647.675781 1445880701.4274
MEM 647.675781 1445880701.9527
MEM 647.675781 1445880702.4714
MEM 647.675781 1445880702.9967
MEM 647.675781 1445880703.5154
MEM 647.675781 1445880704.0390
MEM 647.675781 1445880704.5589
MEM 647.675781 1445880705.0825
MEM 647.675781 1445880705.6054
MEM 647.675781 1445880706.1290
MEM 647.675781 1445880706.6525
MEM 647.675781 1445880707.1768
MEM 647.675781 1445880707.7012
MEM 647.675781 1445880708.2243
MEM 647.675781 1445880708.7460
MEM 647.675781 1445880709.2722
MEM 647.675781 1445880709.7873
MEM 647.675781 1445880710.3070
MEM 647.675781 1445880710.8326
MEM 647.675781 1445880711.3513
MEM 647.675781 1445880711.8768
MEM 647.675781 1445880712.4003
MEM 647.675781 1445880712.9248
MEM 647.675781 1445880713.4492
MEM 647.675781 1445880713.9724
MEM 647.675781 1445880714.4967
MEM 647.675781 1445880715.0204
MEM 647.675781 1445880715.5441
MEM 647.675781 1445880716.0661
MEM 647.675781 1445880716.5923
MEM 647.675781 1445880717.1112
MEM 647.675781 1445880717.6366
MEM 647.675781 1445880718.1553
MEM 647.675781 1445880718.6808
MEM 647.675781 1445880719.1993
MEM 647.675781 1445880719.7231
MEM 647.675781 1445880720.2460
MEM 647.675781 1445880720.7694
MEM 647.675781 1445880721.2875
MEM 647.675781 1445880721.8127
MEM 647.675781 1445880722.3313
MEM 647.675781 1445880722.8551
MEM 647.675781 1445880723.3749
MEM 647.675781 1445880723.9005
MEM 647.675781 1445880724.4192
MEM 647.675781 1445880724.9446
MEM 647.675781 1445880725.4634
MEM 647.675781 1445880725.9785
MEM 647.675781 1445880726.5043
MEM 647.675781 1445880727.0216
MEM 647.675781 1445880727.5444
MEM 647.675781 1445880728.0653
MEM 647.675781 1445880728.5821
MEM 647.675781 1445880729.1085
MEM 647.675781 1445880729.6320
MEM 647.675781 1445880730.1539
MEM 647.675781 1445880730.6755
MEM 647.675781 1445880731.1978
MEM 647.675781 1445880731.7186
MEM 647.675781 1445880732.2415
MEM 647.675781 1445880732.7644
MEM 647.675781 1445880733.2888
MEM 647.675781 1445880733.8038
MEM 647.675781 1445880734.3251
MEM 647.675781 1445880734.8403
MEM 647.675781 1445880735.3620
MEM 647.675781 1445880735.8771
MEM 647.675781 1445880736.3955
MEM 647.675781 1445880736.9106
MEM 647.675781 1445880737.4364
MEM 647.675781 1445880737.9601
MEM 647.675781 1445880738.4821
MEM 647.675781 1445880739.0082
MEM 647.675781 1445880739.5271
MEM 647.675781 1445880740.0488
MEM 647.675781 1445880740.5731
MEM 647.675781 1445880741.0971
MEM 647.675781 1445880741.6154
MEM 647.675781 1445880742.1406
MEM 647.675781 1445880742.6642
MEM 647.675781 1445880743.1861
MEM 647.675781 1445880743.7123
MEM 647.675781 1445880744.2312
MEM 647.675781 1445880744.7549
MEM 647.675781 1445880745.2748
MEM 647.675781 1445880745.7967
MEM 647.675781 1445880746.3155
MEM 647.675781 1445880746.8335
MEM 647.675781 1445880747.3516
MEM 647.675781 1445880747.8767
MEM 647.675781 1445880748.4001
MEM 647.675781 1445880748.9220
MEM 647.675781 1445880749.4482
MEM 647.675781 1445880749.9646
MEM 647.675781 1445880750.4834
MEM 647.675781 1445880751.0050
MEM 647.675781 1445880751.5263
MEM 647.675781 1445880752.0524
MEM 647.675781 1445880752.5712
MEM 647.675781 1445880753.0966
MEM 647.675781 1445880753.6154
MEM 647.675781 1445880754.1407
MEM 647.675781 1445880754.6593
MEM 647.675781 1445880755.1846
MEM 647.675781 1445880755.7033
MEM 647.675781 1445880756.2287
MEM 647.675781 1445880756.7475
MEM 647.675781 1445880757.2727
MEM 647.675781 1445880757.7914
MEM 647.675781 1445880758.3167
MEM 647.675781 1445880758.8354
MEM 647.675781 1445880759.3549
MEM 647.675781 1445880759.8752
MEM 647.675781 1445880760.3950
MEM 647.675781 1445880760.9206
MEM 647.675781 1445880761.4393
MEM 647.675781 1445880761.9648
MEM 647.675781 1445880762.4834
MEM 647.675781 1445880763.0088
MEM 647.675781 1445880763.5274
MEM 647.675781 1445880764.0526
MEM 647.675781 1445880764.5713
MEM 647.675781 1445880765.0967
MEM 647.675781 1445880765.6166
MEM 647.675781 1445880766.1410
MEM 647.675781 1445880766.6595
MEM 647.675781 1445880767.1799
MEM 647.675781 1445880767.7048
MEM 647.675781 1445880768.2291
MEM 647.675781 1445880768.7522
MEM 647.675781 1445880769.2767
MEM 647.675781 1445880769.8010
MEM 647.675781 1445880770.3195
MEM 647.675781 1445880770.8447
MEM 647.675781 1445880771.3634
MEM 647.675781 1445880771.8891
MEM 647.675781 1445880772.4057
MEM 647.675781 1445880772.9243
MEM 647.675781 1445880773.4489
MEM 647.675781 1445880773.9675
MEM 647.675781 1445880774.4926
MEM 647.675781 1445880775.0106
MEM 647.675781 1445880775.5330
MEM 647.675781 1445880776.0543
MEM 647.675781 1445880776.5803
MEM 647.675781 1445880777.0992
MEM 647.675781 1445880777.6246
MEM 647.675781 1445880778.1429
MEM 647.675781 1445880778.6640
MEM 647.675781 1445880779.1848
MEM 647.675781 1445880779.7033
MEM 647.675781 1445880780.2287
MEM 647.675781 1445880780.7475
MEM 647.675781 1445880781.2727
MEM 647.675781 1445880781.7961
MEM 647.675781 1445880782.3207
MEM 647.675781 1445880782.8452
MEM 647.675781 1445880783.3683
MEM 647.675781 1445880783.8891
MEM 647.675781 1445880784.4075
MEM 647.675781 1445880784.9327
MEM 647.675781 1445880785.4513
MEM 647.675781 1445880785.9767
MEM 647.675781 1445880786.5001
MEM 647.675781 1445880787.0247
MEM 647.675781 1445880787.5490
MEM 647.675781 1445880788.0674
MEM 647.675781 1445880788.5926
MEM 647.675781 1445880789.1113
MEM 647.675781 1445880789.6328
MEM 647.675781 1445880790.1542
MEM 647.675781 1445880790.6805
MEM 647.675781 1445880791.1994
MEM 647.675781 1445880791.7249
MEM 647.675781 1445880792.2434
MEM 647.675781 1445880792.7687
MEM 647.675781 1445880793.2922
MEM 647.675781 1445880793.8211
MEM 647.675781 1445880794.3423
MEM 647.675781 1445880794.8683
MEM 647.675781 1445880795.3872
MEM 647.675781 1445880795.9126
MEM 647.675781 1445880796.4340
MEM 647.675781 1445880796.9574
MEM 647.675781 1445880797.4755
MEM 647.675781 1445880798.0008
MEM 647.675781 1445880798.5194
MEM 647.675781 1445880799.0409
MEM 647.675781 1445880799.5622
MEM 647.675781 1445880800.0883
MEM 647.675781 1445880800.6073
MEM 647.675781 1445880801.1326
MEM 647.675781 1445880801.6500
MEM 647.675781 1445880802.1725
MEM 647.675781 1445880802.6941
MEM 647.675781 1445880803.2203
MEM 647.675781 1445880803.7391
MEM 647.675781 1445880804.2608
MEM 647.675781 1445880804.7816
MEM 647.675781 1445880805.2996
MEM 647.675781 1445880805.8247
MEM 647.675781 1445880806.3433
MEM 647.675781 1445880806.8641
MEM 647.675781 1445880807.3859
MEM 647.675781 1445880807.9122
MEM 647.675781 1445880808.4312
MEM 647.675781 1445880808.9528
MEM 647.675781 1445880809.4742
MEM 647.675781 1445880809.9978
MEM 647.675781 1445880810.5213
MEM 647.675781 1445880811.0450
MEM 647.675781 1445880811.5634
MEM 647.675781 1445880812.0890
MEM 647.675781 1445880812.6055
MEM 647.675781 1445880813.1242
MEM 647.675781 1445880813.6490
MEM 647.675781 1445880814.1675
MEM 647.675781 1445880814.6928
MEM 647.675781 1445880815.2117
MEM 647.675781 1445880815.7363
MEM 647.675781 1445880816.2553
MEM 647.675781 1445880816.7807
MEM 647.675781 1445880817.2994
MEM 647.675781 1445880817.8248
MEM 647.675781 1445880818.3437
MEM 647.675781 1445880818.8688
MEM 647.675781 1445880819.3875
MEM 647.675781 1445880819.9128
MEM 647.675781 1445880820.4316
MEM 647.675781 1445880820.9567
MEM 647.675781 1445880821.4755
MEM 647.675781 1445880822.0007
MEM 647.675781 1445880822.5194
