CMDLINE python tandem/asymmetric_tandem.py
MEM 647.675781 1445880823.0448
MEM 647.675781 1445880823.5634
MEM 647.675781 1445880824.0887
MEM 647.675781 1445880824.6074
MEM 647.675781 1445880825.1327
MEM 647.675781 1445880825.6515
MEM 648.449219 1445880826.1709
MEM 651.027344 1445880826.6904
MEM 653.863281 1445880827.2108
MEM 653.863281 1445880827.7368
MEM 653.863281 1445880828.2559
MEM 653.863281 1445880828.7810
MEM 654.121094 1445880829.3022
MEM 662.496094 1445880829.8253
MEM 665.074219 1445880830.3435
MEM 666.105469 1445880830.8686
MEM 666.105469 1445880831.3873
MEM 666.105469 1445880831.9068
MEM 666.105469 1445880832.4296
MEM 666.105469 1445880832.9524
MEM 666.105469 1445880833.4740
MEM 666.105469 1445880834.0001
MEM 666.105469 1445880834.5191
MEM 666.105469 1445880835.0444
MEM 666.105469 1445880835.5679
MEM 666.105469 1445880836.0899
MEM 666.105469 1445880836.6124
MEM 666.105469 1445880837.1339
MEM 666.105469 1445880837.6564
MEM 666.105469 1445880838.1807
MEM 666.105469 1445880838.7049
MEM 666.105469 1445880839.2233
MEM 666.105469 1445880839.7448
MEM 666.105469 1445880840.2661
MEM 666.105469 1445880840.7885
MEM 666.105469 1445880841.3101
MEM 666.105469 1445880841.8325
MEM 666.105469 1445880842.3540
MEM 666.105469 1445880842.8764
MEM 666.105469 1445880843.4007
MEM 666.105469 1445880843.9249
MEM 666.105469 1445880844.4434
MEM 666.105469 1445880844.9687
MEM 666.105469 1445880845.4872
MEM 666.105469 1445880846.0125
MEM 666.105469 1445880846.5299
MEM 666.105469 1445880847.0551
MEM 666.105469 1445880847.5775
MEM 666.105469 1445880848.1012
MEM 666.105469 1445880848.6242
MEM 666.105469 1445880849.1459
MEM 666.105469 1445880849.6721
MEM 666.105469 1445880850.1910
MEM 666.105469 1445880850.7128
MEM 666.105469 1445880851.2341
MEM 666.105469 1445880851.7553
MEM 666.105469 1445880852.2777
MEM 666.105469 1445880852.8003
MEM 666.105469 1445880853.3220
MEM 666.105469 1445880853.8482
MEM 666.105469 1445880854.3718
MEM 666.105469 1445880854.8938
MEM 666.105469 1445880855.4163
MEM 666.105469 1445880855.9380
MEM 666.105469 1445880856.4604
MEM 666.105469 1445880856.9791
MEM 666.105469 1445880857.4988
MEM 666.105469 1445880858.0244
MEM 666.105469 1445880858.5431
MEM 666.105469 1445880859.0647
MEM 666.105469 1445880859.5861
MEM 666.105469 1445880860.1083
MEM 666.105469 1445880860.6328
MEM 666.105469 1445880861.1570
MEM 666.105469 1445880861.6753
MEM 666.105469 1445880862.1968
MEM 666.105469 1445880862.7182
MEM 666.105469 1445880863.2442
MEM 666.105469 1445880863.7631
MEM 666.105469 1445880864.2885
MEM 666.105469 1445880864.8071
MEM 666.105469 1445880865.3325
MEM 666.105469 1445880865.8539
MEM 666.105469 1445880866.3762
MEM 666.105469 1445880866.8941
MEM 666.105469 1445880867.4165
MEM 666.105469 1445880867.9408
MEM 666.105469 1445880868.4649
MEM 666.105469 1445880868.9833
MEM 666.105469 1445880869.5086
MEM 666.105469 1445880870.0265
MEM 666.105469 1445880870.5524
MEM 666.105469 1445880871.0712
MEM 666.105469 1445880871.5953
MEM 666.105469 1445880872.1149
MEM 666.105469 1445880872.6367
MEM 666.105469 1445880873.1574
MEM 666.105469 1445880873.6755
MEM 666.105469 1445880874.2006
MEM 666.105469 1445880874.7195
MEM 666.105469 1445880875.2446
MEM 666.105469 1445880875.7634
MEM 666.105469 1445880876.2885
MEM 666.105469 1445880876.8072
MEM 666.105469 1445880877.3289
MEM 666.105469 1445880877.8529
MEM 666.105469 1445880878.3769
MEM 666.105469 1445880878.8919
MEM 666.105469 1445880879.4112
MEM 666.105469 1445880879.9365
MEM 666.105469 1445880880.4546
MEM 666.105469 1445880880.9807
MEM 666.363281 1445880881.4993
MEM 666.363281 1445880882.0246
MEM 666.363281 1445880882.5433
MEM 666.363281 1445880883.0686
MEM 666.363281 1445880883.5870
MEM 666.363281 1445880884.1125
MEM 666.363281 1445880884.6313
MEM 666.363281 1445880885.1566
MEM 666.363281 1445880885.6753
MEM 666.363281 1445880886.2006
MEM 666.363281 1445880886.7194
MEM 666.363281 1445880887.2446
MEM 666.363281 1445880887.7632
MEM 666.363281 1445880888.2880
MEM 666.363281 1445880888.8099
MEM 666.363281 1445880889.3335
MEM 666.363281 1445880889.8516
MEM 666.363281 1445880890.3769
MEM 666.363281 1445880890.8954
MEM 666.878906 1445880891.4209
MEM 666.878906 1445880891.9390
MEM 666.878906 1445880892.4645
MEM 669.457031 1445880892.9828
MEM 672.035156 1445880893.5085
MEM 674.871094 1445880894.0268
MEM 677.449219 1445880894.5525
MEM 686.082031 1445880895.0713
MEM 688.660156 1445880895.5966
MEM 689.433594 1445880896.1161
MEM 689.433594 1445880896.6376
MEM 689.433594 1445880897.1590
MEM 689.433594 1445880897.6851
MEM 689.902344 1445880898.2038
MEM 689.902344 1445880898.7279
MEM 689.902344 1445880899.2471
MEM 689.902344 1445880899.7689
MEM 689.902344 1445880900.2930
MEM 689.902344 1445880900.8171
MEM 689.902344 1445880901.3355
MEM 689.902344 1445880901.8592
MEM 689.902344 1445880902.3788
MEM 689.902344 1445880902.9007
MEM 689.902344 1445880903.4252
MEM 689.902344 1445880903.9491
MEM 689.902344 1445880904.4723
MEM 689.902344 1445880904.9967
MEM 689.902344 1445880905.5209
MEM 689.902344 1445880906.0394
MEM 689.902344 1445880906.5645
MEM 689.902344 1445880907.0832
MEM 689.902344 1445880907.6085
MEM 689.902344 1445880908.1272
MEM 689.902344 1445880908.6467
MEM 689.902344 1445880909.1695
MEM 689.902344 1445880909.6875
MEM 689.902344 1445880910.2126
MEM 689.902344 1445880910.7325
MEM 689.902344 1445880911.2569
MEM 689.902344 1445880911.7748
MEM 689.902344 1445880912.3004
MEM 689.902344 1445880912.8191
MEM 689.902344 1445880913.3445
MEM 689.902344 1445880913.8623
MEM 689.902344 1445880914.3870
MEM 689.902344 1445880914.9068
MEM 689.902344 1445880915.4324
MEM 689.902344 1445880915.9495
MEM 689.902344 1445880916.4675
MEM 689.902344 1445880916.9926
MEM 689.902344 1445880917.5160
MEM 689.902344 1445880918.0379
MEM 689.902344 1445880918.5641
MEM 689.902344 1445880919.0824
MEM 689.902344 1445880919.6084
MEM 689.902344 1445880920.1319
MEM 689.902344 1445880920.6541
MEM 689.902344 1445880921.1802
MEM 689.902344 1445880921.7039
MEM 689.902344 1445880922.2259
MEM 689.902344 1445880922.7522
MEM 689.902344 1445880923.2711
MEM 689.902344 1445880923.7927
MEM 689.902344 1445880924.3141
MEM 689.902344 1445880924.8403
MEM 689.902344 1445880925.3591
MEM 689.902344 1445880925.8845
MEM 689.902344 1445880926.4080
MEM 689.902344 1445880926.9296
MEM 689.902344 1445880927.4475
MEM 689.902344 1445880927.9727
MEM 689.902344 1445880928.4912
MEM 689.902344 1445880929.0165
MEM 689.902344 1445880929.5352
MEM 689.902344 1445880930.0605
MEM 689.902344 1445880930.5793
MEM 689.902344 1445880931.1009
MEM 689.902344 1445880931.6221
MEM 689.902344 1445880932.1482
MEM 689.902344 1445880932.6699
MEM 689.902344 1445880933.1933
MEM 689.902344 1445880933.7114
MEM 689.902344 1445880934.2366
MEM 689.902344 1445880934.7552
MEM 689.902344 1445880935.2768
MEM 689.902344 1445880935.7982
MEM 689.902344 1445880936.3204
MEM 689.902344 1445880936.8419
MEM 689.902344 1445880937.3681
MEM 689.902344 1445880937.8871
MEM 689.902344 1445880938.4087
MEM 689.902344 1445880938.9301
MEM 689.902344 1445880939.4562
MEM 689.902344 1445880939.9750
MEM 689.902344 1445880940.4903
MEM 689.902344 1445880941.0163
MEM 689.902344 1445880941.5399
MEM 689.902344 1445880942.0647
MEM 689.902344 1445880942.5889
MEM 689.902344 1445880943.1074
MEM 689.902344 1445880943.6288
MEM 689.902344 1445880944.1501
MEM 689.902344 1445880944.6762
MEM 689.902344 1445880945.1951
MEM 689.902344 1445880945.7167
MEM 689.902344 1445880946.2408
MEM 689.902344 1445880946.7649
MEM 689.902344 1445880947.2881
MEM 689.902344 1445880947.8127
MEM 689.902344 1445880948.3369
MEM 689.902344 1445880948.8601
MEM 689.902344 1445880949.3819
MEM 689.902344 1445880949.9083
MEM 689.902344 1445880950.4272
MEM 689.902344 1445880950.9468
MEM 689.902344 1445880951.4698
MEM 689.902344 1445880951.9876
MEM 689.902344 1445880952.5128
MEM 689.902344 1445880953.0315
MEM 689.902344 1445880953.5567
MEM 689.902344 1445880954.0754
MEM 689.902344 1445880954.6006
MEM 689.902344 1445880955.1193
MEM 689.902344 1445880955.6447
MEM 689.902344 1445880956.1634
MEM 689.902344 1445880956.6886
MEM 689.902344 1445880957.2073
MEM 689.902344 1445880957.7326
MEM 689.902344 1445880958.2513
MEM 689.902344 1445880958.7767
MEM 689.902344 1445880959.3001
MEM 689.902344 1445880959.8220
MEM 689.902344 1445880960.3424
MEM 689.902344 1445880960.8656
MEM 691.445312 1445880961.3836
MEM 694.023438 1445880961.9087
MEM 696.601562 1445880962.4274
MEM 711.289062 1445880962.9527
MEM 712.320312 1445880963.4714
MEM 712.320312 1445880963.9967
MEM 712.320312 1445880964.5154
MEM 712.320312 1445880965.0406
MEM 712.320312 1445880965.5592
MEM 712.320312 1445880966.0808
MEM 712.320312 1445880966.6021
MEM 712.320312 1445880967.1282
MEM 712.320312 1445880967.6519
MEM 712.320312 1445880968.1738
MEM 712.320312 1445880968.6963
MEM 712.320312 1445880969.2207
MEM 712.320312 1445880969.7449
MEM 712.320312 1445880970.2633
MEM 712.320312 1445880970.7849
MEM 712.320312 1445880971.3061
MEM 712.320312 1445880971.8284
MEM 712.320312 1445880972.3528
MEM 712.320312 1445880972.8770
MEM 712.320312 1445880973.3953
MEM 712.320312 1445880973.9168
MEM 712.320312 1445880974.4408
MEM 712.320312 1445880974.9649
MEM 712.320312 1445880975.4882
MEM 712.320312 1445880976.0099
MEM 712.320312 1445880976.5361
MEM 712.320312 1445880977.0551
MEM 712.320312 1445880977.5804
MEM 712.320312 1445880978.0991
MEM 712.320312 1445880978.6245
MEM 712.320312 1445880979.1480
MEM 712.320312 1445880979.6699
MEM 712.320312 1445880980.1963
MEM 712.320312 1445880980.7153
MEM 712.320312 1445880981.2406
MEM 712.320312 1445880981.7593
MEM 712.320312 1445880982.2847
MEM 712.320312 1445880982.8081
MEM 712.320312 1445880983.3300
MEM 712.320312 1445880983.8562
MEM 712.320312 1445880984.3800
MEM 712.320312 1445880984.9019
MEM 712.320312 1445880985.4243
MEM 712.320312 1445880985.9487
MEM 712.320312 1445880986.4729
MEM 712.320312 1445880986.9961
MEM 712.320312 1445880987.5207
MEM 712.320312 1445880988.0450
MEM 712.320312 1445880988.5633
MEM 712.320312 1445880989.0885
MEM 712.320312 1445880989.6071
MEM 712.320312 1445880990.1267
MEM 712.320312 1445880990.6496
MEM 712.320312 1445880991.1724
MEM 712.320312 1445880991.6967
MEM 712.320312 1445880992.2210
MEM 712.320312 1445880992.7378
MEM 712.320312 1445880993.2642
MEM 712.320312 1445880993.7830
MEM 712.320312 1445880994.3047
MEM 712.320312 1445880994.8260
MEM 712.320312 1445880995.3483
MEM 712.320312 1445880995.8700
MEM 712.320312 1445880996.3961
MEM 712.320312 1445880996.9181
MEM 712.320312 1445880997.4413
MEM 712.320312 1445880997.9594
MEM 712.320312 1445880998.4846
MEM 712.320312 1445880999.0032
MEM 712.320312 1445880999.5285
MEM 712.320312 1445881000.0520
MEM 712.320312 1445881000.5766
MEM 712.320312 1445881001.1009
MEM 712.320312 1445881001.6193
MEM 712.320312 1445881002.1446
MEM 712.320312 1445881002.6632
MEM 712.320312 1445881003.1848
MEM 712.320312 1445881003.7061
MEM 712.320312 1445881004.2322
MEM 712.320312 1445881004.7513
MEM 712.320312 1445881005.2729
MEM 712.320312 1445881005.7941
MEM 712.320312 1445881006.3202
MEM 712.320312 1445881006.8391
MEM 712.320312 1445881007.3646
MEM 712.320312 1445881007.8833
MEM 712.320312 1445881008.4087
MEM 712.320312 1445881008.9273
MEM 712.320312 1445881009.4488
MEM 712.320312 1445881009.9730
MEM 712.320312 1445881010.4936
MEM 712.320312 1445881011.0145
MEM 712.320312 1445881011.5365
MEM 712.320312 1445881012.0582
MEM 712.320312 1445881012.5842
MEM 712.320312 1445881013.1031
MEM 712.320312 1445881013.6286
MEM 712.320312 1445881014.1474
MEM 712.320312 1445881014.6727
MEM 712.320312 1445881015.1914
MEM 712.320312 1445881015.7167
MEM 712.320312 1445881016.2355
MEM 712.320312 1445881016.7607
MEM 712.320312 1445881017.2841
MEM 712.320312 1445881017.8060
MEM 712.320312 1445881018.3323
MEM 712.320312 1445881018.8513
MEM 712.320312 1445881019.3767
MEM 712.320312 1445881019.9002
MEM 712.320312 1445881020.4228
MEM 712.320312 1445881020.9488
MEM 712.320312 1445881021.4676
MEM 712.320312 1445881021.9930
MEM 712.320312 1445881022.5085
MEM 712.320312 1445881023.0275
MEM 712.320312 1445881023.5470
MEM 712.320312 1445881024.0665
MEM 712.320312 1445881024.5868
MEM 712.320312 1445881025.1088
MEM 712.320312 1445881025.6304
MEM 714.382812 1445881026.1564
MEM 715.929688 1445881026.6753
MEM 715.929688 1445881027.2007
MEM 715.929688 1445881027.7195
MEM 717.734375 1445881028.2448
MEM 720.570312 1445881028.7634
MEM 723.148438 1445881029.2850
MEM 725.726562 1445881029.8063
MEM 728.304688 1445881030.3324
MEM 742.992188 1445881030.8515
MEM 741.019531 1445881031.3768
MEM 741.019531 1445881031.8954
MEM 741.019531 1445881032.4207
MEM 741.019531 1445881032.9395
MEM 741.019531 1445881033.4607
MEM 741.019531 1445881033.9821
MEM 741.019531 1445881034.5033
MEM 741.019531 1445881035.0241
MEM 741.019531 1445881035.5423
MEM 741.019531 1445881036.0649
MEM 741.019531 1445881036.5863
MEM 741.019531 1445881037.1085
MEM 741.019531 1445881037.6300
MEM 741.019531 1445881038.1562
MEM 741.019531 1445881038.6751
MEM 741.019531 1445881039.2007
MEM 741.019531 1445881039.7192
MEM 741.019531 1445881040.2445
MEM 741.019531 1445881040.7635
MEM 741.019531 1445881041.2887
MEM 741.019531 1445881041.8066
MEM 741.019531 1445881042.3286
MEM 741.019531 1445881042.8528
MEM 741.019531 1445881043.3770
MEM 741.019531 1445881043.9002
MEM 741.019531 1445881044.4248
MEM 741.019531 1445881044.9398
MEM 741.019531 1445881045.4647
MEM 741.019531 1445881045.9798
MEM 741.019531 1445881046.5038
MEM 741.019531 1445881047.0259
MEM 741.019531 1445881047.5522
MEM 741.019531 1445881048.0712
MEM 741.019531 1445881048.5966
MEM 741.019531 1445881049.1146
MEM 741.019531 1445881049.6382
MEM 741.019531 1445881050.1587
MEM 741.019531 1445881050.6845
MEM 741.019531 1445881051.2033
MEM 741.019531 1445881051.7286
MEM 741.019531 1445881052.2520
MEM 741.019531 1445881052.7768
MEM 741.019531 1445881053.3010
MEM 741.019531 1445881053.8242
MEM 741.019531 1445881054.3487
MEM 741.019531 1445881054.8724
MEM 741.019531 1445881055.3913
MEM 741.019531 1445881055.9166
MEM 741.019531 1445881056.4354
MEM 741.019531 1445881056.9606
MEM 741.019531 1445881057.4792
MEM 741.019531 1445881058.0033
MEM 741.019531 1445881058.5256
MEM 741.019531 1445881059.0492
MEM 741.019531 1445881059.5722
MEM 741.019531 1445881060.0970
MEM 741.019531 1445881060.6123
MEM 741.019531 1445881061.1369
MEM 741.019531 1445881061.6554
MEM 741.019531 1445881062.1806
MEM 741.019531 1445881062.7040
MEM 741.019531 1445881063.2287
MEM 741.019531 1445881063.7530
MEM 741.019531 1445881064.2714
MEM 741.019531 1445881064.7961
MEM 741.019531 1445881065.3151
MEM 741.019531 1445881065.8368
MEM 741.019531 1445881066.3609
MEM 741.019531 1445881066.8846
MEM 741.019531 1445881067.4035
MEM 741.019531 1445881067.9287
MEM 741.019531 1445881068.4521
MEM 741.019531 1445881068.9740
MEM 741.019531 1445881069.4993
MEM 741.019531 1445881070.0190
MEM 741.019531 1445881070.5389
MEM 741.019531 1445881071.0568
MEM 741.019531 1445881071.5743
MEM 741.019531 1445881072.0922
MEM 741.019531 1445881072.6116
MEM 741.019531 1445881073.1371
MEM 741.019531 1445881073.6554
MEM 741.019531 1445881074.1806
MEM 741.019531 1445881074.7041
MEM 741.019531 1445881075.2262
MEM 741.019531 1445881075.7485
MEM 741.019531 1445881076.2701
MEM 741.019531 1445881076.7926
MEM 741.019531 1445881077.3141
MEM 741.019531 1445881077.8402
MEM 741.019531 1445881078.3592
MEM 741.019531 1445881078.8847
MEM 741.019531 1445881079.4039
MEM 741.019531 1445881079.9220
MEM 741.019531 1445881080.4458
MEM 741.019531 1445881080.9611
MEM 741.019531 1445881081.4798
MEM 741.019531 1445881082.0047
MEM 741.019531 1445881082.5233
MEM 741.019531 1445881083.0448
MEM 741.019531 1445881083.5663
MEM 741.019531 1445881084.0924
MEM 741.019531 1445881084.6114
MEM 741.019531 1445881085.1367
MEM 741.019531 1445881085.6553
MEM 741.019531 1445881086.1769
MEM 741.019531 1445881086.6982
MEM 741.019531 1445881087.2244
MEM 741.019531 1445881087.7432
MEM 741.019531 1445881088.2686
MEM 741.019531 1445881088.7883
MEM 741.019531 1445881089.3134
MEM 741.019531 1445881089.8368
MEM 741.019531 1445881090.3586
MEM 741.019531 1445881090.8801
MEM 741.019531 1445881091.3997
MEM 741.019531 1445881091.9173
MEM 741.019531 1445881092.4359
MEM 742.562500 1445881092.9611
MEM 745.398438 1445881093.4796
MEM 745.914062 1445881093.9985
MEM 745.914062 1445881094.5216
MEM 745.914062 1445881095.0421
MEM 748.492188 1445881095.5622
MEM 751.070312 1445881096.0778
MEM 753.648438 1445881096.5985
MEM 756.484375 1445881097.1245
MEM 770.914062 1445881097.6429
MEM 773.492188 1445881098.1685
MEM 770.414062 1445881098.6872
MEM 770.414062 1445881099.2128
MEM 770.414062 1445881099.7314
MEM 770.414062 1445881100.2523
MEM 770.414062 1445881100.7741
MEM 770.414062 1445881101.2967
MEM 770.414062 1445881101.8172
MEM 770.414062 1445881102.3383
MEM 770.414062 1445881102.8579
MEM 770.414062 1445881103.3813
MEM 770.414062 1445881103.9052
MEM 770.414062 1445881104.4235
MEM 770.414062 1445881104.9438
MEM 770.414062 1445881105.4614
MEM 770.414062 1445881105.9854
MEM 770.414062 1445881106.5106
MEM 770.414062 1445881107.0328
MEM 770.414062 1445881107.5543
MEM 770.414062 1445881108.0757
MEM 770.414062 1445881108.5933
MEM 770.414062 1445881109.1173
MEM 770.414062 1445881109.6412
MEM 770.414062 1445881110.1595
MEM 770.414062 1445881110.6846
MEM 770.414062 1445881111.2033
MEM 770.414062 1445881111.7234
MEM 770.414062 1445881112.2387
MEM 770.414062 1445881112.7619
MEM 770.414062 1445881113.2921
MEM 770.414062 1445881113.8132
MEM 770.414062 1445881114.3344
MEM 770.414062 1445881114.8561
MEM 770.414062 1445881115.3748
MEM 770.414062 1445881115.8982
MEM 770.414062 1445881116.4219
MEM 770.414062 1445881116.9439
MEM 770.414062 1445881117.4662
MEM 770.414062 1445881117.9855
MEM 770.414062 1445881118.5091
MEM 770.414062 1445881119.0274
MEM 770.414062 1445881119.5521
MEM 770.414062 1445881120.0760
MEM 770.414062 1445881120.6008
MEM 770.414062 1445881121.1217
MEM 770.414062 1445881121.6455
MEM 770.414062 1445881122.1694
MEM 770.414062 1445881122.6878
MEM 770.414062 1445881123.2034
MEM 770.414062 1445881123.7248
MEM 770.414062 1445881124.2444
MEM 770.414062 1445881124.7638
MEM 770.414062 1445881125.2862
MEM 770.414062 1445881125.8051
MEM 770.414062 1445881126.3260
MEM 770.414062 1445881126.8441
MEM 770.414062 1445881127.3638
MEM 770.414062 1445881127.8866
MEM 770.414062 1445881128.4089
MEM 770.414062 1445881128.9279
MEM 770.414062 1445881129.4440
MEM 770.414062 1445881129.9657
MEM 770.414062 1445881130.4839
MEM 770.414062 1445881131.0066
MEM 770.414062 1445881131.5304
MEM 770.414062 1445881132.0557
MEM 770.414062 1445881132.5753
MEM 770.414062 1445881133.0976
MEM 770.414062 1445881133.6175
MEM 770.414062 1445881134.1362
MEM 770.414062 1445881134.6566
MEM 770.414062 1445881135.1734
MEM 770.414062 1445881135.6960
MEM 770.414062 1445881136.2179
MEM 770.414062 1445881136.7425
MEM 770.414062 1445881137.2757
MEM 770.414062 1445881137.7999
MEM 770.414062 1445881138.3252
MEM 770.414062 1445881138.8461
MEM 770.414062 1445881139.3708
MEM 770.414062 1445881139.8942
MEM 770.414062 1445881140.4208
MEM 770.414062 1445881140.9446
MEM 770.414062 1445881141.4665
MEM 770.414062 1445881141.9890
MEM 770.414062 1445881142.5105
MEM 770.414062 1445881143.0366
MEM 770.414062 1445881143.5586
MEM 770.414062 1445881144.0821
MEM 770.414062 1445881144.6052
MEM 770.414062 1445881145.1267
MEM 770.414062 1445881145.6528
MEM 770.414062 1445881146.1767
MEM 770.414062 1445881146.6968
MEM 770.414062 1445881147.2196
MEM 770.414062 1445881147.7407
MEM 770.414062 1445881148.2595
MEM 770.414062 1445881148.7806
MEM 770.414062 1445881149.2984
MEM 770.414062 1445881149.8159
MEM 770.414062 1445881150.3362
MEM 770.414062 1445881150.8568
MEM 770.414062 1445881151.3760
MEM 770.414062 1445881151.8966
MEM 770.414062 1445881152.4181
MEM 770.414062 1445881152.9355
MEM 770.414062 1445881153.4550
MEM 770.414062 1445881153.9775
MEM 770.414062 1445881154.5047
MEM 770.414062 1445881155.0216
MEM 770.414062 1445881155.5432
MEM 770.414062 1445881156.0647
MEM 770.414062 1445881156.5844
MEM 770.414062 1445881157.1023
MEM 770.414062 1445881157.6221
MEM 771.167969 1445881158.1437
MEM 773.488281 1445881158.6625
MEM 775.292969 1445881159.1804
MEM 775.292969 1445881159.7017
MEM 775.292969 1445881160.2213
MEM 775.292969 1445881160.7401
MEM 775.292969 1445881161.2622
MEM 775.292969 1445881161.7822
MEM 775.292969 1445881162.3045
MEM 775.292969 1445881162.8238
MEM 775.292969 1445881163.3431
MEM 776.582031 1445881163.8659
MEM 779.160156 1445881164.3899
MEM 781.738281 1445881164.9066
MEM 784.316406 1445881165.4354
MEM 787.152344 1445881165.9564
MEM 795.527344 1445881166.4770
MEM 798.105469 1445881166.9960
MEM 793.843750 1445881167.5191
MEM 793.843750 1445881168.0419
MEM 793.843750 1445881168.5607
MEM 793.843750 1445881169.0839
MEM 793.843750 1445881169.6077
MEM 793.843750 1445881170.1347
MEM 793.843750 1445881170.6577
MEM 793.843750 1445881171.1766
MEM 793.843750 1445881171.6967
MEM 793.843750 1445881172.2176
MEM 793.843750 1445881172.7380
MEM 793.843750 1445881173.2610
MEM 793.843750 1445881173.7831
MEM 793.843750 1445881174.3058
MEM 793.843750 1445881174.8277
MEM 793.843750 1445881175.3510
MEM 793.843750 1445881175.8724
MEM 793.843750 1445881176.3936
MEM 793.843750 1445881176.9178
MEM 793.843750 1445881177.4394
MEM 793.843750 1445881177.9580
MEM 793.843750 1445881178.4761
MEM 793.843750 1445881178.9978
MEM 793.843750 1445881179.5176
MEM 793.843750 1445881180.0374
MEM 793.843750 1445881180.5632
MEM 793.843750 1445881181.0855
MEM 793.843750 1445881181.6048
MEM 793.843750 1445881182.1268
MEM 793.843750 1445881182.6472
MEM 793.843750 1445881183.1685
MEM 793.843750 1445881183.6906
MEM 793.843750 1445881184.2143
MEM 793.843750 1445881184.7357
MEM 793.843750 1445881185.2564
MEM 793.843750 1445881185.7775
MEM 793.843750 1445881186.3018
MEM 793.843750 1445881186.8224
MEM 793.843750 1445881187.3464
MEM 793.843750 1445881187.8704
MEM 793.843750 1445881188.3922
MEM 793.843750 1445881188.9153
MEM 793.843750 1445881189.4370
MEM 793.843750 1445881189.9526
MEM 793.843750 1445881190.4717
MEM 793.843750 1445881190.9933
MEM 793.843750 1445881191.5143
MEM 793.843750 1445881192.0332
MEM 793.843750 1445881192.5522
MEM 793.843750 1445881193.0740
MEM 793.843750 1445881193.5958
MEM 793.843750 1445881194.1187
MEM 793.843750 1445881194.6407
MEM 793.843750 1445881195.1603
MEM 793.843750 1445881195.6821
MEM 793.843750 1445881196.2045
MEM 793.843750 1445881196.7246
MEM 793.843750 1445881197.2486
MEM 793.843750 1445881197.7712
MEM 793.843750 1445881198.2937
MEM 793.843750 1445881198.8148
MEM 793.843750 1445881199.3332
MEM 793.843750 1445881199.8584
MEM 793.843750 1445881200.3823
MEM 793.843750 1445881200.9038
MEM 793.843750 1445881201.4266
MEM 793.843750 1445881201.9536
MEM 793.843750 1445881202.4826
MEM 793.843750 1445881203.0024
MEM 793.843750 1445881203.5192
MEM 793.843750 1445881204.0481
MEM 793.843750 1445881204.5704
MEM 793.843750 1445881205.0955
MEM 793.843750 1445881205.6192
MEM 793.843750 1445881206.1433
MEM 793.843750 1445881206.6624
MEM 793.843750 1445881207.1857
MEM 793.843750 1445881207.7054
MEM 793.843750 1445881208.2274
MEM 793.843750 1445881208.7511
MEM 793.843750 1445881209.2740
MEM 793.843750 1445881209.7991
MEM 793.843750 1445881210.3191
MEM 793.843750 1445881210.8438
MEM 793.843750 1445881211.3677
MEM 793.843750 1445881211.8944
MEM 793.843750 1445881212.4179
MEM 793.843750 1445881212.9425
MEM 793.843750 1445881213.4669
MEM 793.843750 1445881213.9899
MEM 793.843750 1445881214.5095
MEM 793.843750 1445881215.0289
MEM 793.843750 1445881215.5468
MEM 793.843750 1445881216.0644
MEM 793.843750 1445881216.5990
MEM 793.843750 1445881217.1299
MEM 793.843750 1445881217.6520
MEM 793.843750 1445881218.1747
MEM 793.843750 1445881218.6918
MEM 793.843750 1445881219.2116
MEM 793.843750 1445881219.7363
MEM 793.843750 1445881220.2539
MEM 793.843750 1445881220.7780
MEM 793.843750 1445881221.3029
MEM 793.843750 1445881221.8314
MEM 793.843750 1445881222.3540
MEM 793.843750 1445881222.8804
MEM 793.843750 1445881223.4021
MEM 793.843750 1445881223.9276
MEM 793.843750 1445881224.4452
MEM 793.843750 1445881224.9886
MEM 793.843750 1445881225.5138
MEM 793.843750 1445881226.0372
MEM 793.843750 1445881226.5589
MEM 793.843750 1445881227.0852
MEM 793.843750 1445881227.6010
MEM 793.843750 1445881228.1248
MEM 793.843750 1445881228.6470
MEM 793.843750 1445881229.1691
MEM 796.156250 1445881229.6853
MEM 798.734375 1445881230.2066
MEM 804.082031 1445881230.7263
MEM 806.660156 1445881231.2468
MEM 809.238281 1445881231.7676
MEM 823.410156 1445881232.2897
MEM 823.410156 1445881232.8109
MEM 823.410156 1445881233.3370
MEM 823.410156 1445881233.8612
MEM 823.410156 1445881234.3831
MEM 823.410156 1445881234.9054
MEM 823.410156 1445881235.4299
MEM 823.410156 1445881235.9540
MEM 823.410156 1445881236.4701
MEM 823.410156 1445881236.9929
MEM 823.410156 1445881237.5176
MEM 823.410156 1445881238.0418
MEM 823.410156 1445881238.5624
MEM 823.410156 1445881239.0832
MEM 823.410156 1445881239.6034
MEM 823.410156 1445881240.1260
MEM 823.410156 1445881240.6437
MEM 823.410156 1445881241.1626
MEM 823.410156 1445881241.6894
MEM 823.410156 1445881242.2130
MEM 823.410156 1445881242.7351
MEM 823.410156 1445881243.2575
MEM 823.410156 1445881243.7817
MEM 823.410156 1445881244.3038
MEM 823.410156 1445881244.8285
MEM 823.410156 1445881245.3507
MEM 823.410156 1445881245.8734
MEM 823.410156 1445881246.3952
MEM 823.410156 1445881246.9167
MEM 823.410156 1445881247.4373
MEM 823.410156 1445881247.9615
MEM 823.410156 1445881248.4813
MEM 823.410156 1445881249.0034
MEM 823.410156 1445881249.5223
MEM 823.410156 1445881250.0470
MEM 823.410156 1445881250.5747
MEM 823.410156 1445881251.0967
MEM 823.410156 1445881251.6240
